tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,570097f43cec48a8_score,player_99bdfc1d_x,player_99bdfc1d_y,player_99bdfc1d_move_target,player_99bdfc1d_item,player_99bdfc1d_score,player_99bdfc1d_cut_speed,player_99bdfc1d_speed,player_efdec1c0_x,player_efdec1c0_y,player_efdec1c0_move_target,player_efdec1c0_item,player_efdec1c0_score,player_efdec1c0_cut_speed,player_efdec1c0_speed
2996,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,99.00000000000455,24.0,,plate,2,1.0,15.0,40.0,56.0,,tomato_salad,0,0.5,30.0
2997,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,98.37500000000512,24.0,,plate,2,1.0,15.0,40.0,57.250000000000284,,tomato_salad,0,0.5,30.0
2998,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,97.75000000000568,24.0,,plate,2,1.0,15.0,40.0,58.50000000000057,,tomato_salad,0,0.5,30.0
2999,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,97.12500000000625,24.0,,plate,2,1.0,15.0,40.0,59.75000000000085,,tomato_salad,0,0.5,30.0
3000,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,96.50000000000682,24.0,,plate,2,1.0,15.0,40.0,61.00000000000114,,tomato_salad,0,0.5,30.0
3001,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,95.87500000000739,24.0,,plate,2,1.0,15.0,40.0,62.25000000000142,,tomato_salad,0,0.5,30.0
3002,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,95.25000000000796,24.0,,plate,2,1.0,15.0,40.0,63.500000000001705,,tomato_salad,0,0.5,30.0
3003,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,94.62500000000853,24.0,,plate,2,1.0,15.0,40.0,64.75000000000199,,tomato_salad,0,0.5,30.0
3004,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,94.0000000000091,24.0,,plate,2,1.0,15.0,40.0,66.00000000000227,,tomato_salad,0,0.5,30.0
3005,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,93.37500000000966,24.0,,plate,2,1.0,15.0,40.0,67.25000000000256,,tomato_salad,0,0.5,30.0
3006,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.75000000001023,24.0,,plate,2,1.0,15.0,40.0,68.50000000000284,,tomato_salad,0,0.5,30.0
3007,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.1250000000108,24.0,,plate,2,1.0,15.0,40.0,69.75000000000313,,tomato_salad,0,0.5,30.0
3008,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,91.50000000001137,24.0,,plate,2,1.0,15.0,40.0,71.00000000000341,,tomato_salad,0,0.5,30.0
3009,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.87500000001194,24.0,,plate,2,1.0,15.0,40.0,72.2500000000037,,tomato_salad,0,0.5,30.0
3010,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.2500000000125,24.0,,plate,2,1.0,15.0,40.0,73.50000000000398,,tomato_salad,0,0.5,30.0
3011,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.62500000001307,24.0,,plate,2,1.0,15.0,40.0,74.75000000000426,,tomato_salad,0,0.5,30.0
3012,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.00000000001364,24.0,,plate,2,1.0,15.0,40.0,76.00000000000455,,tomato_salad,0,0.5,30.0
3013,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.37500000001421,24.0,,plate,2,1.0,15.0,40.0,77.25000000000483,,tomato_salad,0,0.5,30.0
3014,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.87808868441493,24.31188458816398,,plate,2,1.0,15.0,40.0,78.50000000000512,,tomato_salad,0,0.5,30.0
3015,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.4334952821622,24.751158656000573,,plate,2,1.0,15.0,40.0,79.7500000000054,,tomato_salad,0,0.5,30.0
3016,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.98890187990946,25.190432723837166,,plate,2,1.0,15.0,40.0,81.00000000000568,,tomato_salad,0,0.5,30.0
3017,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.54430847765673,25.629706791673758,,plate,2,1.0,15.0,40.0,82.25000000000597,,tomato_salad,0,0.5,30.0
3018,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.09971507540399,26.06898085951035,,plate,2,1.0,15.0,40.0,83.50000000000625,,tomato_salad,0,0.5,30.0
3019,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.65512167315126,26.508254927346943,,plate,2,1.0,15.0,40.0,84.75000000000654,,tomato_salad,0,0.5,30.0
3020,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.21052827089852,26.947528995183536,,plate,2,1.0,15.0,40.0,86.00000000000682,,tomato_salad,0,0.5,30.0
3021,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.76593486864579,27.38680306302013,,plate,2,1.0,15.0,40.0,87.2500000000071,,tomato_salad,0,0.5,30.0
3022,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.32134146639305,27.82607713085672,,plate,2,1.0,15.0,40.49189088134284,88.29803951736653,,tomato_salad,0,0.5,30.0
3023,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.87674806414032,28.265351198693313,,plate,2,1.0,15.0,41.37026745516934,89.18739579836529,,tomato_salad,0,0.5,30.0
3024,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.43215466188758,28.704625266529906,,plate,2,1.0,15.0,42.24864402899584,90.07675207936404,,tomato_salad,0,0.5,30.0
3025,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.98756125963484,29.14389933436677,,plate,2,1.0,15.0,43.12702060282234,90.9661083603628,,tomato_salad,0,0.5,30.0
3026,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.54296785738211,29.583173402203716,,plate,2,1.0,15.0,44.00539717664884,91.85546464136155,,tomato_salad,0,0.5,30.0
3027,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.09837445512937,30.022447470040664,,plate,2,1.0,15.0,44.88377375047534,92.7448209223603,,tomato_salad,0,0.5,30.0
3028,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.65378105287664,30.46172153787761,,plate,2,1.0,15.0,45.76215032430184,93.63417720335906,,tomato_salad,0,0.5,30.0
3029,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.2091876506239,30.90099560571456,,plate,2,1.0,15.0,46.64052689812834,94.52353348435781,,tomato_salad,0,0.5,30.0
3030,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.76459424837117,31.340269673551507,,plate,2,1.0,15.0,47.51890347195484,95.41288976535657,,tomato_salad,0,0.5,30.0
3031,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.32000084611843,31.779543741388455,,plate,2,1.0,15.0,48.39728004578134,96.30224604635532,,tomato_salad,0,0.5,30.0
3032,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.8754074438657,32.2188178092254,,plate,2,1.0,15.0,49.275656619607844,97.19160232735408,,tomato_salad,0,0.5,30.0
3033,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.43081404161296,32.65809187706235,,plate,2,1.0,15.0,50.154033193434344,98.08095860835283,,tomato_salad,0,0.5,30.0
3034,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.98622063936045,33.097365944899295,,plate,2,1.0,15.0,51.032409767260845,98.97031488935158,,tomato_salad,0,0.5,30.0
3035,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.54162723710837,33.53664001273624,,plate,2,1.0,15.0,51.910786341087345,99.85967117035034,,tomato_salad,0,0.5,30.0
3036,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.09703383485629,33.97591408057319,,plate,2,1.0,15.0,52.789162914913845,100.7490274513491,,tomato_salad,0,0.5,30.0
3037,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.65244043260421,34.41518814841014,,plate,2,1.0,15.0,53.667539488740346,101.63838373234866,,tomato_salad,0,0.5,30.0
3038,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.20784703035213,34.854462216247086,,plate,2,1.0,15.0,54.545916062566846,102.52774001334835,,tomato_salad,0,0.5,30.0
3039,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.76325362810005,35.293736284084034,,plate,2,1.0,15.0,55.424292636393346,103.41709629434803,,tomato_salad,0,0.5,30.0
3040,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.31866022584796,35.73301035192098,,plate,2,1.0,15.0,56.311608376973936,103.31936371188569,,tomato_salad,0,0.5,30.0
3041,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.87406682359588,36.17228441975793,,plate,2,1.0,15.0,57.205947748575596,102.44606130813175,,tomato_salad,0,0.5,30.0
3042,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.4294734213438,36.61155848759488,,plate,2,1.0,15.0,58.100287120177256,101.5727589043778,,tomato_salad,0,0.5,30.0
3043,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.98488001909172,37.050832555431825,,plate,2,1.0,15.0,58.99462649177892,100.69945650062387,,tomato_salad,0,0.5,30.0
3044,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.54028661683964,37.49010662326877,,plate,2,1.0,15.0,59.88896586338058,99.82615409686993,,tomato_salad,0,0.5,30.0
3045,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.09569321458756,37.92938069110572,,plate,2,1.0,15.0,60.78330523498224,98.95285169311599,,tomato_salad,0,0.5,30.0
3046,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.65109981233547,38.36865475894267,,plate,2,1.0,15.0,61.6776446065839,98.07954928936205,,tomato_salad,0,0.5,30.0
3047,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.20650641008339,38.807928826779616,,plate,2,1.0,15.0,62.57198397818556,97.20624688560811,,tomato_salad,0,0.5,30.0
3048,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.76191300783131,39.247202894616564,,plate,2,1.0,15.0,63.46632334978722,96.33294448185417,,tomato_salad,0,0.5,30.0
3049,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.31731960557923,39.68647696245351,,plate,2,1.0,15.0,64.36066272138882,95.45964207810023,,tomato_salad,0,0.5,30.0
3050,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,plate,2,1.0,15.0,65.25500209299004,94.58633967434629,,tomato_salad,0,0.5,30.0
3051,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,66.14934146459126,93.71303727059235,,tomato_salad,0,0.5,30.0
3052,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,67.0436808361925,92.83973486683841,,tomato_salad,0,0.5,30.0
3053,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,67.93802020779373,91.96643246308447,,tomato_salad,0,0.5,30.0
3054,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,68.83235957939495,91.09313005933053,,tomato_salad,0,0.5,30.0
3055,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,69.72669895099618,90.2198276555766,,tomato_salad,0,0.5,30.0
3056,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,70.6210383225974,89.34652525182265,,tomato_salad,0,0.5,30.0
3057,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,71.51537769419863,88.47322284806872,,tomato_salad,0,0.5,30.0
3058,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,71.81198116438765,87.34382988687686,,tomato_salad,0,0.5,30.0
3059,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,71.82729715155915,86.09392372218481,,tomato_salad,0,0.5,30.0
3060,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,71.84261313873066,84.84401755749276,,tomato_salad,0,0.5,30.0
3061,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,71.85792912590216,83.59411139280071,,tomato_salad,0,0.5,30.0
3062,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,71.87324511307366,82.34420522810866,,tomato_salad,0,0.5,30.0
3063,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,71.88856110024517,81.09429906341661,,tomato_salad,0,0.5,30.0
3064,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,71.90387708741667,79.84439289872456,,tomato_salad,0,0.5,30.0
3065,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,tomato,1.1458333333333335,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.0,,,2,1.0,15.0,71.91919307458818,78.59448673403251,,tomato_salad,0,0.5,30.0
